"DATE","Metro","Tier","HPI"
2006-03-01,"Minneapolis","Low",189.35
2006-04-01,"Minneapolis","Low",190.87
2006-05-01,"Minneapolis","Low",190.32
2006-06-01,"Minneapolis","Low",188.32
2006-07-01,"Minneapolis","Low",186.93
2006-08-01,"Minneapolis","Low",184.64
2006-09-01,"Minneapolis","Low",182.86
2006-10-01,"Minneapolis","Low",181.49
2006-11-01,"Minneapolis","Low",181.62
2006-12-01,"Minneapolis","Low",181.96
2007-01-01,"Minneapolis","Low",184.67
2007-02-01,"Minneapolis","Low",186.38
2007-03-01,"Minneapolis","Low",186.52
2007-04-01,"Minneapolis","Low",185.97
2007-05-01,"Minneapolis","Low",183.39
2007-06-01,"Minneapolis","Low",179.37
2007-07-01,"Minneapolis","Low",176.23
2007-08-01,"Minneapolis","Low",173.56
2007-09-01,"Minneapolis","Low",171.37
2007-10-01,"Minneapolis","Low",168.64
2007-11-01,"Minneapolis","Low",165.45
2007-12-01,"Minneapolis","Low",162.91
2008-01-01,"Minneapolis","Low",158.38
2008-02-01,"Minneapolis","Low",155.64
2008-03-01,"Minneapolis","Low",152.9
2008-04-01,"Minneapolis","Low",149.41
2008-05-01,"Minneapolis","Low",146.62
2008-06-01,"Minneapolis","Low",144.75
2008-07-01,"Minneapolis","Low",142.91
2008-08-01,"Minneapolis","Low",139.85
2008-09-01,"Minneapolis","Low",137.03
2008-10-01,"Minneapolis","Low",131.93
2008-11-01,"Minneapolis","Low",128.23
2008-12-01,"Minneapolis","Low",116.6
2009-01-01,"Minneapolis","Low",108.05
2009-02-01,"Minneapolis","Low",103.3
2009-03-01,"Minneapolis","Low",101.23
2009-04-01,"Minneapolis","Low",99.59
2009-05-01,"Minneapolis","Low",98.83
2009-06-01,"Minneapolis","Low",96.41
2009-07-01,"Minneapolis","Low",99.25
2009-08-01,"Minneapolis","Low",104.41
2009-09-01,"Minneapolis","Low",108.97
2009-10-01,"Minneapolis","Low",111.81
2009-11-01,"Minneapolis","Low",114.46
2009-12-01,"Minneapolis","Low",118.34
2010-01-01,"Minneapolis","Low",121.26
2010-02-01,"Minneapolis","Low",121.5
2010-03-01,"Minneapolis","Low",116.2
2010-04-01,"Minneapolis","Low",118.99
2010-05-01,"Minneapolis","Low",121.68
2010-06-01,"Minneapolis","Low",122.16
2010-07-01,"Minneapolis","Low",119.94
2010-08-01,"Minneapolis","Low",115.78
2010-09-01,"Minneapolis","Low",107.59
2010-10-01,"Minneapolis","Low",103.67
2010-11-01,"Minneapolis","Low",101.64
2010-12-01,"Minneapolis","Low",101.35
2011-01-01,"Minneapolis","Low",97.24
2011-02-01,"Minneapolis","Low",92.8
2011-03-01,"Minneapolis","Low",89.16
2011-04-01,"Minneapolis","Low",87.05
2011-05-01,"Minneapolis","Low",86.48
2011-06-01,"Minneapolis","Low",87.67
2011-07-01,"Minneapolis","Low",88.66
2011-08-01,"Minneapolis","Low",88.7
2011-09-01,"Minneapolis","Low",91.35
2011-10-01,"Minneapolis","Low",93.86
2011-11-01,"Minneapolis","Low",95.82
2011-12-01,"Minneapolis","Low",96.91
2012-01-01,"Minneapolis","Low",97.83
2012-02-01,"Minneapolis","Low",99.61
2012-03-01,"Minneapolis","Low",99.45
2012-04-01,"Minneapolis","Low",98.79
2012-05-01,"Minneapolis","Low",100.63
2012-06-01,"Minneapolis","Low",103.95
2012-07-01,"Minneapolis","Low",108.98
2012-08-01,"Minneapolis","Low",111.19
2012-09-01,"Minneapolis","Low",113.41
2012-10-01,"Minneapolis","Low",113.11
2012-11-01,"Minneapolis","Low",116.31
2012-12-01,"Minneapolis","Low",118.58
2013-01-01,"Minneapolis","Low",121.06
2013-02-01,"Minneapolis","Low",123.15
2013-03-01,"Minneapolis","Low",123.96
2013-04-01,"Minneapolis","Low",129.45
2013-05-01,"Minneapolis","Low",133.22
2013-06-01,"Minneapolis","Low",133.68
2013-07-01,"Minneapolis","Low",133.3
2013-08-01,"Minneapolis","Low",133.59
2013-09-01,"Minneapolis","Low",135.85
2013-10-01,"Minneapolis","Low",137.51
2013-11-01,"Minneapolis","Low",138.09
2013-12-01,"Minneapolis","Low",139.49
2014-01-01,"Minneapolis","Low",141.29
2014-02-01,"Minneapolis","Low",143.24
2014-03-01,"Minneapolis","Low",149.23
2014-04-01,"Minneapolis","Low",152.56
2014-05-01,"Minneapolis","Low",149.2
2014-06-01,"Minneapolis","Low",146.21
2014-07-01,"Minneapolis","Low",143.82
2014-08-01,"Minneapolis","Low",143.23
2014-09-01,"Minneapolis","Low",142.43
2014-10-01,"Minneapolis","Low",143.67
2014-11-01,"Minneapolis","Low",143.92
2014-12-01,"Minneapolis","Low",144.94
2015-01-01,"Minneapolis","Low",145.91
2015-02-01,"Minneapolis","Low",149.9
2015-03-01,"Minneapolis","Low",154.94
2015-04-01,"Minneapolis","Low",155.67
2015-05-01,"Minneapolis","Low",153.26
2015-06-01,"Minneapolis","Low",151.86
2015-07-01,"Minneapolis","Low",151.58
2015-08-01,"Minneapolis","Low",153.21
2015-09-01,"Minneapolis","Low",154.32
2015-10-01,"Minneapolis","Low",155.29
2015-11-01,"Minneapolis","Low",155.99
1993-01-01,"Phoenix","High",66.6
1993-02-01,"Phoenix","High",66.69
1993-03-01,"Phoenix","High",66.91
1993-04-01,"Phoenix","High",67.1
1993-05-01,"Phoenix","High",67.47
1993-06-01,"Phoenix","High",67.52
1993-07-01,"Phoenix","High",67.87
1993-08-01,"Phoenix","High",68.08
1993-09-01,"Phoenix","High",68.65
1993-10-01,"Phoenix","High",68.95
1993-11-01,"Phoenix","High",69.58
1993-12-01,"Phoenix","High",70.16
1994-01-01,"Phoenix","High",70.61
1994-02-01,"Phoenix","High",70.98
1994-03-01,"Phoenix","High",71.49
1994-04-01,"Phoenix","High",72.14
1994-05-01,"Phoenix","High",72.66
1994-06-01,"Phoenix","High",72.98
1994-07-01,"Phoenix","High",73.4
1994-08-01,"Phoenix","High",73.81
1994-09-01,"Phoenix","High",74.27
1994-10-01,"Phoenix","High",74.73
1994-11-01,"Phoenix","High",74.96
1994-12-01,"Phoenix","High",75.25
1995-01-01,"Phoenix","High",75.57
1995-02-01,"Phoenix","High",75.98
1995-03-01,"Phoenix","High",76.21
1995-04-01,"Phoenix","High",76.32
1995-05-01,"Phoenix","High",76.53
1995-06-01,"Phoenix","High",77.06
1995-07-01,"Phoenix","High",77.34
1995-08-01,"Phoenix","High",77.68
1995-09-01,"Phoenix","High",77.79
1995-10-01,"Phoenix","High",78.22
1995-11-01,"Phoenix","High",78.63
1995-12-01,"Phoenix","High",79.1
1996-01-01,"Phoenix","High",79.44
1996-02-01,"Phoenix","High",79.86
1996-03-01,"Phoenix","High",80.11
1996-04-01,"Phoenix","High",80.42
1996-05-01,"Phoenix","High",80.62
1996-06-01,"Phoenix","High",80.91
1996-07-01,"Phoenix","High",81.29
1996-08-01,"Phoenix","High",81.63
1996-09-01,"Phoenix","High",81.88
1996-10-01,"Phoenix","High",81.99
1996-11-01,"Phoenix","High",82.22
1996-12-01,"Phoenix","High",82.32
1997-01-01,"Phoenix","High",82.66
1997-02-01,"Phoenix","High",82.98
1997-03-01,"Phoenix","High",83.4
1997-04-01,"Phoenix","High",83.91
1997-05-01,"Phoenix","High",84.31
1997-06-01,"Phoenix","High",84.25
1997-07-01,"Phoenix","High",84.06
1997-08-01,"Phoenix","High",84.16
1997-09-01,"Phoenix","High",84.68
1997-10-01,"Phoenix","High",85.36
1997-11-01,"Phoenix","High",85.83
1997-12-01,"Phoenix","High",86.27
1998-01-01,"Phoenix","High",86.74
1998-02-01,"Phoenix","High",87.3
1998-03-01,"Phoenix","High",87.47
1998-04-01,"Phoenix","High",87.8
1998-05-01,"Phoenix","High",88.28
1998-06-01,"Phoenix","High",89.1
1998-07-01,"Phoenix","High",89.65
1998-08-01,"Phoenix","High",90.1
1998-09-01,"Phoenix","High",90.54
1998-10-01,"Phoenix","High",90.92
1998-11-01,"Phoenix","High",91.41
1998-12-01,"Phoenix","High",91.99
1999-01-01,"Phoenix","High",92.68
1999-02-01,"Phoenix","High",93.37
1999-03-01,"Phoenix","High",94.23
1999-04-01,"Phoenix","High",94.78
1999-05-01,"Phoenix","High",95.22
1999-06-01,"Phoenix","High",95.55
1999-07-01,"Phoenix","High",96.13
1999-08-01,"Phoenix","High",96.95
1999-09-01,"Phoenix","High",97.86
1999-10-01,"Phoenix","High",98.63
1999-11-01,"Phoenix","High",99.36
1999-12-01,"Phoenix","High",99.89
2000-01-01,"Phoenix","High",100.45
2000-02-01,"Phoenix","High",100.84
2000-03-01,"Phoenix","High",101.84
2000-04-01,"Phoenix","High",102.54
2000-05-01,"Phoenix","High",103.42
2000-06-01,"Phoenix","High",104.31
2000-07-01,"Phoenix","High",104.53
2000-08-01,"Phoenix","High",105.06
2000-09-01,"Phoenix","High",105.32
2000-10-01,"Phoenix","High",105.63
2000-11-01,"Phoenix","High",106.12
2000-12-01,"Phoenix","High",106.61
2001-01-01,"Phoenix","High",106.96
2001-02-01,"Phoenix","High",107.2
2001-03-01,"Phoenix","High",107.42
2001-04-01,"Phoenix","High",108.03
2001-05-01,"Phoenix","High",108.97
2001-06-01,"Phoenix","High",109.2
2001-07-01,"Phoenix","High",109.78
2001-08-01,"Phoenix","High",110.01
2001-09-01,"Phoenix","High",110.41
2001-10-01,"Phoenix","High",110.85
2001-11-01,"Phoenix","High",110.87
2001-12-01,"Phoenix","High",111.53
2002-01-01,"Phoenix","High",112.08
2002-02-01,"Phoenix","High",113.14
2002-03-01,"Phoenix","High",113.45
2002-04-01,"Phoenix","High",113.87
2002-05-01,"Phoenix","High",114.3
2002-06-01,"Phoenix","High",114.73
2002-07-01,"Phoenix","High",115.05
2002-08-01,"Phoenix","High",115.16
2002-09-01,"Phoenix","High",115.48
2002-10-01,"Phoenix","High",115.63
2002-11-01,"Phoenix","High",116.16
2002-12-01,"Phoenix","High",116.5
2003-01-01,"Phoenix","High",117.61
2003-02-01,"Phoenix","High",118.57
2003-03-01,"Phoenix","High",119.93
2003-04-01,"Phoenix","High",120.28
2003-05-01,"Phoenix","High",120.57
2003-06-01,"Phoenix","High",121
2003-07-01,"Phoenix","High",121.73
2003-08-01,"Phoenix","High",122.74
2003-09-01,"Phoenix","High",123.83
2003-10-01,"Phoenix","High",124.76
2003-11-01,"Phoenix","High",125.87
2003-12-01,"Phoenix","High",127.43
2004-01-01,"Phoenix","High",128.68
2004-02-01,"Phoenix","High",129.88
2004-03-01,"Phoenix","High",131.27
2004-04-01,"Phoenix","High",132.64
2004-05-01,"Phoenix","High",134.6
2004-06-01,"Phoenix","High",136.17
2004-07-01,"Phoenix","High",138.34
2004-08-01,"Phoenix","High",140.27
2004-09-01,"Phoenix","High",143.92
2004-10-01,"Phoenix","High",147.67
2004-11-01,"Phoenix","High",151.82
2004-12-01,"Phoenix","High",156.53
2005-01-01,"Phoenix","High",160.23
2005-02-01,"Phoenix","High",165.45
2005-03-01,"Phoenix","High",171.02
2005-04-01,"Phoenix","High",177.77
2005-05-01,"Phoenix","High",183.77
2005-06-01,"Phoenix","High",190.93
2005-07-01,"Phoenix","High",197.17
2005-08-01,"Phoenix","High",202.97
2005-09-01,"Phoenix","High",209.21
2005-10-01,"Phoenix","High",212.69
2005-11-01,"Phoenix","High",215.8
2005-12-01,"Phoenix","High",218.43
2006-01-01,"Phoenix","High",220.42
2006-02-01,"Phoenix","High",222.67
2006-03-01,"Phoenix","High",223.79
2006-04-01,"Phoenix","High",224.44
2006-05-01,"Phoenix","High",224.64
2006-06-01,"Phoenix","High",223.67
2006-07-01,"Phoenix","High",222.53
2006-08-01,"Phoenix","High",221.41
2006-09-01,"Phoenix","High",220.07
2006-10-01,"Phoenix","High",219.33
2006-11-01,"Phoenix","High",218.56
2006-12-01,"Phoenix","High",218.69
2007-01-01,"Phoenix","High",219.36
2007-02-01,"Phoenix","High",218.59
2007-03-01,"Phoenix","High",217.7
2007-04-01,"Phoenix","High",215.5
2007-05-01,"Phoenix","High",213.74
2007-06-01,"Phoenix","High",210.88
2007-07-01,"Phoenix","High",207.83
2007-08-01,"Phoenix","High",205.58
2007-09-01,"Phoenix","High",203.38
2007-10-01,"Phoenix","High",198.56
2007-11-01,"Phoenix","High",192.24
2007-12-01,"Phoenix","High",186.45
2008-01-01,"Phoenix","High",180.84
2008-02-01,"Phoenix","High",175.49
2008-03-01,"Phoenix","High",170.84
2008-04-01,"Phoenix","High",164.23
2008-05-01,"Phoenix","High",159.7
2008-06-01,"Phoenix","High",155.24
2008-07-01,"Phoenix","High",151.34
2008-08-01,"Phoenix","High",147.04
2008-09-01,"Phoenix","High",142.52
2008-10-01,"Phoenix","High",138.93
2008-11-01,"Phoenix","High",135.49
2008-12-01,"Phoenix","High",132.37
2009-01-01,"Phoenix","High",127.48
2009-02-01,"Phoenix","High",123.87
2009-03-01,"Phoenix","High",120.7
2009-04-01,"Phoenix","High",118.84
2009-05-01,"Phoenix","High",118.02
2009-06-01,"Phoenix","High",118.61
2009-07-01,"Phoenix","High",119.22
2009-08-01,"Phoenix","High",119.61
2009-09-01,"Phoenix","High",119.92
2009-10-01,"Phoenix","High",120.46
2009-11-01,"Phoenix","High",121.31
2009-12-01,"Phoenix","High",122.12
2010-01-01,"Phoenix","High",122.29
2010-02-01,"Phoenix","High",121.61
2010-03-01,"Phoenix","High",121.22
2010-04-01,"Phoenix","High",120.93
2010-05-01,"Phoenix","High",120.74
2010-06-01,"Phoenix","High",119.47
2010-07-01,"Phoenix","High",118.15
2010-08-01,"Phoenix","High",116.7
2010-09-01,"Phoenix","High",116.26
2010-10-01,"Phoenix","High",115.3
2010-11-01,"Phoenix","High",114.83
2010-12-01,"Phoenix","High",114.35
2011-01-01,"Phoenix","High",114.01
2011-02-01,"Phoenix","High",114.19
2011-03-01,"Phoenix","High",113.78
2011-04-01,"Phoenix","High",113.58
2011-05-01,"Phoenix","High",113.09
2011-06-01,"Phoenix","High",112.69
2011-07-01,"Phoenix","High",111.95
2011-08-01,"Phoenix","High",111.71
2011-09-01,"Phoenix","High",111.63
2011-10-01,"Phoenix","High",112.15
2011-11-01,"Phoenix","High",112.38
2011-12-01,"Phoenix","High",113.27
2012-01-01,"Phoenix","High",114.39
2012-02-01,"Phoenix","High",115.65
2012-03-01,"Phoenix","High",118.03
2012-04-01,"Phoenix","High",119.4
2012-05-01,"Phoenix","High",121.08
2012-06-01,"Phoenix","High",122.86
2012-07-01,"Phoenix","High",124.93
2012-08-01,"Phoenix","High",126.73
2012-09-01,"Phoenix","High",128.12
2012-10-01,"Phoenix","High",129.37
2012-11-01,"Phoenix","High",130.86
2012-12-01,"Phoenix","High",132.59
2013-01-01,"Phoenix","High",134.59
2013-02-01,"Phoenix","High",136.79
2013-03-01,"Phoenix","High",139.13
2013-04-01,"Phoenix","High",140.26
2013-05-01,"Phoenix","High",141.83
2013-06-01,"Phoenix","High",143.33
2013-07-01,"Phoenix","High",144.74
2013-08-01,"Phoenix","High",146.11
2013-09-01,"Phoenix","High",147.89
2013-10-01,"Phoenix","High",149.21
2013-11-01,"Phoenix","High",150.26
2013-12-01,"Phoenix","High",150.6
2014-01-01,"Phoenix","High",150.74
2014-02-01,"Phoenix","High",150.87
2014-03-01,"Phoenix","High",150.98
2014-04-01,"Phoenix","High",150.81
2014-05-01,"Phoenix","High",150.44
2014-06-01,"Phoenix","High",150.27
2014-07-01,"Phoenix","High",150.07
2014-08-01,"Phoenix","High",150.21
2014-09-01,"Phoenix","High",150.61
2014-10-01,"Phoenix","High",150.94
2014-11-01,"Phoenix","High",151.55
2014-12-01,"Phoenix","High",152.37
2015-01-01,"Phoenix","High",153.05
2015-02-01,"Phoenix","High",153.5
2015-03-01,"Phoenix","High",153.93
2015-04-01,"Phoenix","High",153.97
2015-05-01,"Phoenix","High",154.13
2015-06-01,"Phoenix","High",154.14
2015-07-01,"Phoenix","High",154.45
2015-08-01,"Phoenix","High",155.01
2015-09-01,"Phoenix","High",155.7
2015-10-01,"Phoenix","High",156.58
2015-11-01,"Phoenix","High",157.39
1993-01-01,"Phoenix","Middle",69.2
1993-02-01,"Phoenix","Middle",69.49
1993-03-01,"Phoenix","Middle",70.03
1993-04-01,"Phoenix","Middle",69.94
1993-05-01,"Phoenix","Middle",70.09
1993-06-01,"Phoenix","Middle",70.25
1993-07-01,"Phoenix","Middle",70.49
1993-08-01,"Phoenix","Middle",70.73
1993-09-01,"Phoenix","Middle",71.18
1993-10-01,"Phoenix","Middle",71.64
1993-11-01,"Phoenix","Middle",72
1993-12-01,"Phoenix","Middle",72.23
1994-01-01,"Phoenix","Middle",72.79
1994-02-01,"Phoenix","Middle",73.18
1994-03-01,"Phoenix","Middle",73.57
1994-04-01,"Phoenix","Middle",73.81
1994-05-01,"Phoenix","Middle",73.95
1994-06-01,"Phoenix","Middle",74.12
1994-07-01,"Phoenix","Middle",74.47
1994-08-01,"Phoenix","Middle",75.01
1994-09-01,"Phoenix","Middle",75.56
1994-10-01,"Phoenix","Middle",75.97
1994-11-01,"Phoenix","Middle",76.33
1994-12-01,"Phoenix","Middle",76.85
1995-01-01,"Phoenix","Middle",77.01
1995-02-01,"Phoenix","Middle",77.42
1995-03-01,"Phoenix","Middle",77.51
1995-04-01,"Phoenix","Middle",77.98
1995-05-01,"Phoenix","Middle",78.36
1995-06-01,"Phoenix","Middle",78.86
1995-07-01,"Phoenix","Middle",79.18
1995-08-01,"Phoenix","Middle",79.46
1995-09-01,"Phoenix","Middle",79.54
1995-10-01,"Phoenix","Middle",80.03
1995-11-01,"Phoenix","Middle",80.37
1995-12-01,"Phoenix","Middle",80.72
1996-01-01,"Phoenix","Middle",81.12
1996-02-01,"Phoenix","Middle",81.4
1996-03-01,"Phoenix","Middle",81.98
1996-04-01,"Phoenix","Middle",82.46
1996-05-01,"Phoenix","Middle",83.02
1996-06-01,"Phoenix","Middle",83.23
1996-07-01,"Phoenix","Middle",83.51
1996-08-01,"Phoenix","Middle",83.71
1996-09-01,"Phoenix","Middle",83.89
1996-10-01,"Phoenix","Middle",84.05
1996-11-01,"Phoenix","Middle",84.32
1996-12-01,"Phoenix","Middle",84.6
1997-01-01,"Phoenix","Middle",85.02
1997-02-01,"Phoenix","Middle",85.32
1997-03-01,"Phoenix","Middle",85.65
1997-04-01,"Phoenix","Middle",85.93
1997-05-01,"Phoenix","Middle",86.27
1997-06-01,"Phoenix","Middle",86.41
1997-07-01,"Phoenix","Middle",86.6
1997-08-01,"Phoenix","Middle",86.73
1997-09-01,"Phoenix","Middle",87.05
1997-10-01,"Phoenix","Middle",87.69
1997-11-01,"Phoenix","Middle",88.15
1997-12-01,"Phoenix","Middle",88.61
1998-01-01,"Phoenix","Middle",88.87
1998-02-01,"Phoenix","Middle",89.36
1998-03-01,"Phoenix","Middle",89.61
1998-04-01,"Phoenix","Middle",89.99
1998-05-01,"Phoenix","Middle",90.37
1998-06-01,"Phoenix","Middle",90.85
1998-07-01,"Phoenix","Middle",91.4
1998-08-01,"Phoenix","Middle",91.85
1998-09-01,"Phoenix","Middle",92.13
1998-10-01,"Phoenix","Middle",92.46
1998-11-01,"Phoenix","Middle",92.91
1998-12-01,"Phoenix","Middle",93.36
1999-01-01,"Phoenix","Middle",93.72
1999-02-01,"Phoenix","Middle",94.14
1999-03-01,"Phoenix","Middle",94.79
1999-04-01,"Phoenix","Middle",95.58
1999-05-01,"Phoenix","Middle",95.83
1999-06-01,"Phoenix","Middle",96.39
1999-07-01,"Phoenix","Middle",96.74
1999-08-01,"Phoenix","Middle",97.35
1999-09-01,"Phoenix","Middle",97.84
1999-10-01,"Phoenix","Middle",98.47
1999-11-01,"Phoenix","Middle",99.07
1999-12-01,"Phoenix","Middle",99.66
2000-01-01,"Phoenix","Middle",100.39
2000-02-01,"Phoenix","Middle",101.09
2000-03-01,"Phoenix","Middle",101.8
2000-04-01,"Phoenix","Middle",102.07
2000-05-01,"Phoenix","Middle",102.4
2000-06-01,"Phoenix","Middle",102.75
2000-07-01,"Phoenix","Middle",103.2
2000-08-01,"Phoenix","Middle",103.44
2000-09-01,"Phoenix","Middle",104.03
2000-10-01,"Phoenix","Middle",104.46
2000-11-01,"Phoenix","Middle",104.76
2000-12-01,"Phoenix","Middle",104.83
2001-01-01,"Phoenix","Middle",105.4
2001-02-01,"Phoenix","Middle",106.09
2001-03-01,"Phoenix","Middle",106.99
2001-04-01,"Phoenix","Middle",107.42
2001-05-01,"Phoenix","Middle",107.55
2001-06-01,"Phoenix","Middle",107.88
2001-07-01,"Phoenix","Middle",108.38
2001-08-01,"Phoenix","Middle",108.85
2001-09-01,"Phoenix","Middle",109.15
2001-10-01,"Phoenix","Middle",109.52
2001-11-01,"Phoenix","Middle",109.93
2001-12-01,"Phoenix","Middle",110.53
2002-01-01,"Phoenix","Middle",111.13
2002-02-01,"Phoenix","Middle",111.36
2002-03-01,"Phoenix","Middle",111.79
2002-04-01,"Phoenix","Middle",112.36
2002-05-01,"Phoenix","Middle",112.93
2002-06-01,"Phoenix","Middle",113.44
2002-07-01,"Phoenix","Middle",113.58
2002-08-01,"Phoenix","Middle",113.96
2002-09-01,"Phoenix","Middle",114.41
2002-10-01,"Phoenix","Middle",114.74
2002-11-01,"Phoenix","Middle",115.09
2002-12-01,"Phoenix","Middle",115.58
2003-01-01,"Phoenix","Middle",116.37
2003-02-01,"Phoenix","Middle",117
2003-03-01,"Phoenix","Middle",117.56
2003-04-01,"Phoenix","Middle",117.89
2003-05-01,"Phoenix","Middle",118.52
2003-06-01,"Phoenix","Middle",118.9
2003-07-01,"Phoenix","Middle",119.55
2003-08-01,"Phoenix","Middle",120.08
2003-09-01,"Phoenix","Middle",120.82
2003-10-01,"Phoenix","Middle",121.68
2003-11-01,"Phoenix","Middle",122.6
2003-12-01,"Phoenix","Middle",123.5
2004-01-01,"Phoenix","Middle",124.36
2004-02-01,"Phoenix","Middle",125.2
2004-03-01,"Phoenix","Middle",126.25
2004-04-01,"Phoenix","Middle",127.43
2004-05-01,"Phoenix","Middle",128.65
2004-06-01,"Phoenix","Middle",130.02
2004-07-01,"Phoenix","Middle",131.72
2004-08-01,"Phoenix","Middle",133.56
2004-09-01,"Phoenix","Middle",136.33
2004-10-01,"Phoenix","Middle",139.65
2004-11-01,"Phoenix","Middle",143.9
2004-12-01,"Phoenix","Middle",148.46
2005-01-01,"Phoenix","Middle",153.35
2005-02-01,"Phoenix","Middle",158.74
2005-03-01,"Phoenix","Middle",165.95
2005-04-01,"Phoenix","Middle",172.82
2005-05-01,"Phoenix","Middle",180.1
2005-06-01,"Phoenix","Middle",188.25
2005-07-01,"Phoenix","Middle",196.06
2005-08-01,"Phoenix","Middle",203.28
2005-09-01,"Phoenix","Middle",209.7
2005-10-01,"Phoenix","Middle",213.85
2005-11-01,"Phoenix","Middle",217.05
2005-12-01,"Phoenix","Middle",219.26
2006-01-01,"Phoenix","Middle",221.91
2006-02-01,"Phoenix","Middle",223.56
2006-03-01,"Phoenix","Middle",224.14
2006-04-01,"Phoenix","Middle",224.53
2006-05-01,"Phoenix","Middle",223.98
2006-06-01,"Phoenix","Middle",223.28
2006-07-01,"Phoenix","Middle",221.24
2006-08-01,"Phoenix","Middle",219.56
2006-09-01,"Phoenix","Middle",217.55
2006-10-01,"Phoenix","Middle",215.76
2006-11-01,"Phoenix","Middle",213.94
2006-12-01,"Phoenix","Middle",213.4
2007-01-01,"Phoenix","Middle",213.39
2007-02-01,"Phoenix","Middle",213.78
2007-03-01,"Phoenix","Middle",213.8
2007-04-01,"Phoenix","Middle",211.64
2007-05-01,"Phoenix","Middle",209.28
2007-06-01,"Phoenix","Middle",206.29
2007-07-01,"Phoenix","Middle",203.46
2007-08-01,"Phoenix","Middle",199.88
2007-09-01,"Phoenix","Middle",194.99
2007-10-01,"Phoenix","Middle",190.09
2007-11-01,"Phoenix","Middle",185.44
2007-12-01,"Phoenix","Middle",181.26
2008-01-01,"Phoenix","Middle",174.31
2008-02-01,"Phoenix","Middle",168.21
2008-03-01,"Phoenix","Middle",162.86
2008-04-01,"Phoenix","Middle",158.52
2008-05-01,"Phoenix","Middle",153.24
2008-06-01,"Phoenix","Middle",147.58
2008-07-01,"Phoenix","Middle",142.38
2008-08-01,"Phoenix","Middle",138.16
2008-09-01,"Phoenix","Middle",134.57
2008-10-01,"Phoenix","Middle",130.33
2008-11-01,"Phoenix","Middle",126.2
2008-12-01,"Phoenix","Middle",119.96
2009-01-01,"Phoenix","Middle",114.93
2009-02-01,"Phoenix","Middle",111.46
2009-03-01,"Phoenix","Middle",106.31
2009-04-01,"Phoenix","Middle",103.22
2009-05-01,"Phoenix","Middle",101.67
2009-06-01,"Phoenix","Middle",101.14
2009-07-01,"Phoenix","Middle",101.75
2009-08-01,"Phoenix","Middle",101.97
2009-09-01,"Phoenix","Middle",102.94
2009-10-01,"Phoenix","Middle",104.21
2009-11-01,"Phoenix","Middle",105.83
2009-12-01,"Phoenix","Middle",107.53
2010-01-01,"Phoenix","Middle",107.18
2010-02-01,"Phoenix","Middle",106.45
2010-03-01,"Phoenix","Middle",106.2
2010-04-01,"Phoenix","Middle",106.18
2010-05-01,"Phoenix","Middle",106.23
2010-06-01,"Phoenix","Middle",105.34
2010-07-01,"Phoenix","Middle",103.69
2010-08-01,"Phoenix","Middle",101.87
2010-09-01,"Phoenix","Middle",99.14
2010-10-01,"Phoenix","Middle",97.94
2010-11-01,"Phoenix","Middle",96.6
2010-12-01,"Phoenix","Middle",95.65
2011-01-01,"Phoenix","Middle",94.73
2011-02-01,"Phoenix","Middle",94.2
2011-03-01,"Phoenix","Middle",93.29
2011-04-01,"Phoenix","Middle",92.39
2011-05-01,"Phoenix","Middle",91.18
2011-06-01,"Phoenix","Middle",90.72
2011-07-01,"Phoenix","Middle",90.52
2011-08-01,"Phoenix","Middle",90.49
2011-09-01,"Phoenix","Middle",90.88
2011-10-01,"Phoenix","Middle",91.37
2011-11-01,"Phoenix","Middle",92.65
2011-12-01,"Phoenix","Middle",94.03
2012-01-01,"Phoenix","Middle",95.69
2012-02-01,"Phoenix","Middle",97.64
2012-03-01,"Phoenix","Middle",99.91
2012-04-01,"Phoenix","Middle",102.22
2012-05-01,"Phoenix","Middle",104.86
2012-06-01,"Phoenix","Middle",106.76
2012-07-01,"Phoenix","Middle",108.56
2012-08-01,"Phoenix","Middle",110.87
2012-09-01,"Phoenix","Middle",113.13
2012-10-01,"Phoenix","Middle",115.83
2012-11-01,"Phoenix","Middle",118.09
2012-12-01,"Phoenix","Middle",120.24
2013-01-01,"Phoenix","Middle",122.37
2013-02-01,"Phoenix","Middle",124.11
2013-03-01,"Phoenix","Middle",126.33
2013-04-01,"Phoenix","Middle",128.21
2013-05-01,"Phoenix","Middle",130.32
2013-06-01,"Phoenix","Middle",132.32
2013-07-01,"Phoenix","Middle",134.42
2013-08-01,"Phoenix","Middle",136.45
2013-09-01,"Phoenix","Middle",138.02
2013-10-01,"Phoenix","Middle",139.25
2013-11-01,"Phoenix","Middle",139.39
2013-12-01,"Phoenix","Middle",140.03
2014-01-01,"Phoenix","Middle",140.74
2014-02-01,"Phoenix","Middle",141.77
2014-03-01,"Phoenix","Middle",143.11
2014-04-01,"Phoenix","Middle",142.9
2014-05-01,"Phoenix","Middle",143.2
2014-06-01,"Phoenix","Middle",143.07
2014-07-01,"Phoenix","Middle",143.19
2014-08-01,"Phoenix","Middle",143.28
2014-09-01,"Phoenix","Middle",143.38
2014-10-01,"Phoenix","Middle",143.4
2014-11-01,"Phoenix","Middle",143.89
2014-12-01,"Phoenix","Middle",145.15
2015-01-01,"Phoenix","Middle",146.19
2015-02-01,"Phoenix","Middle",147.99
2015-03-01,"Phoenix","Middle",148.47
2015-04-01,"Phoenix","Middle",148.95
